term,definition,source,page
Antaryamin,Inner ruler; the Supreme Being present in every creation which guides all creatures.,Glossary_Sanskrit_Terms.pdf,17
Antevasin,Immediate pupil.,Glossary_Sanskrit_Terms.pdf,17
Anu,Atom; of minute size.,Glossary_Sanskrit_Terms.pdf,17
Anubandha-chatushtaya,"Four indispensable requisites of a work, viz., (1) Vishaya or the subject to be dealt with (here it is Brahman). (2) Prayojana or the benefit to be obtained by studying it (here it is Moksha). (3) Sambandha or the connection between the work as a whole and the subject dealt with (here it is exposition). (4) Adhikari or the qualified student (here he is a person endowed with the prescribed Sadhanas, viz., the four means of salvation, or the Sadhana-chatushtaya).",Glossary_Sanskrit_Terms.pdf,17
Anubhava,Direct perception; experience; intuitive consciousness (Self-realisation); identity of the Jiva with Brahman; personal spiritual experience.,Glossary_Sanskrit_Terms.pdf,17
Anubhava-advaita,Actual living experience of Oneness.,Glossary_Sanskrit_Terms.pdf,18
Anubhava-gamyam,Obtainable by direct perception (through Samadhi).,Glossary_Sanskrit_Terms.pdf,18
Anubhavi guru,Preceptor who has had personal spiritual realisation.,Glossary_Sanskrit_Terms.pdf,18
Anudbuddha,Unawakened.,Glossary_Sanskrit_Terms.pdf,18
Anugraha,Grace.,Glossary_Sanskrit_Terms.pdf,18
Anukampa,Sympathy.,Glossary_Sanskrit_Terms.pdf,18
Anumana,Inference; one of the proofs of knowledge.,Glossary_Sanskrit_Terms.pdf,18
Anumanta,Giver of the sanction to the movements of nature.,Glossary_Sanskrit_Terms.pdf,18
Anupadaka,"Receiverless; the root element of matter next above Akasa, so called because there is as yet no organ or “receiver” developed by humanity for it.",Glossary_Sanskrit_Terms.pdf,18
Anupalabdhi,One of the eight proofs of knowledge of the existence of the non-existent or negative.,Glossary_Sanskrit_Terms.pdf,18
Anuparimana,Atomic; of the size of the atom.,Glossary_Sanskrit_Terms.pdf,18
Anuraga,Intense Prema or love (towards God).,Glossary_Sanskrit_Terms.pdf,18
Anusandhana,"Enquiry or investigation; in Vedanta, enquiry or investigation into the nature of Brahman.",Glossary_Sanskrit_Terms.pdf,18
Anusaya,The balance or residue of Karma which forces the soul to take rebirth in this or the other world after temporary freedom enjoyed in the higher spheres.,Glossary_Sanskrit_Terms.pdf,18
Anushthana,"Systematic performance of religious practices undertaken usually for some definite period, say, 40 days, 90 days, one year, etc.",Glossary_Sanskrit_Terms.pdf,18
Anusmarana,Remembrance; constant memory of Brahman or God.,Glossary_Sanskrit_Terms.pdf,18
Anutapa,Subsequent repentance; remorse.,Glossary_Sanskrit_Terms.pdf,18
Anutva,Minuteness; smallness; subtlety.,Glossary_Sanskrit_Terms.pdf,18
Anuvada,An additional statement or exposition about something well known or already mentioned.,Glossary_Sanskrit_Terms.pdf,19
Anuvritti,Turning round and round.,Glossary_Sanskrit_Terms.pdf,19
Anuvyakhyana,Exposition; gloss; commentary.,Glossary_Sanskrit_Terms.pdf,19
Anuvyavasaya,Perception of a sentiment or judgment.,Glossary_Sanskrit_Terms.pdf,19
Anuyogin,"When a jar appears as existent, it seems as if it were totally distinct from the rest of the world; the distinction has got the jar for its anuyogin and the rest of the world for its pratiyogin (opposite).",Glossary_Sanskrit_Terms.pdf,19
Anvaya,"Direct, positive, co-existence; the natural connection of words in a sentence; grammatical order or relation; logical connection of cause and effect; logical continuance; in Nyaya, statement of the constant and invariable concomitance of the middle terms; hetu and the major term sadhya of an Indian syllogism.",Glossary_Sanskrit_Terms.pdf,19
Anvaya-vyatireka,"Positive and negative assertions; proof by assertion and negation. (Just as several kinds of dal are mixed together, so also, Atman is mixed with the five Kosas. You will have to separate the Self from the five sheaths. You will have to separate name and form from Existence-Knowledge-Bliss Absolute. Anvaya and Vyatireka processes always go together. The Self exists in the five sheaths, yet it is not the sheaths. This is Vedantic Sadhana. The aspirant rejects the names and forms and the five sheaths and realises the one, all-pervading, indivisible, infinite, eternal unchanging essence, viz., Brahman.)",Glossary_Sanskrit_Terms.pdf,19
Anyat,Another.,Glossary_Sanskrit_Terms.pdf,19
Anyatha,Separateness; the state of being otherwise.,Glossary_Sanskrit_Terms.pdf,19
Anyathakhyati,The process of mistaken false picturisation of an object at the sight of another similar object through,Glossary_Sanskrit_Terms.pdf,19
Anyonya,Mutual.,Glossary_Sanskrit_Terms.pdf,20
Anyonya-abhava,"Mutual non-existence (e.g., a jar does not exist in a cloth nor the cloth in a jar.)",Glossary_Sanskrit_Terms.pdf,20
Anyonya-adhyasa,Mutual superimposition.,Glossary_Sanskrit_Terms.pdf,20
Anyonya-asraya,Mutual interdependence.,Glossary_Sanskrit_Terms.pdf,20
Apahatapapmatva,The state of being free from all sins; the Supreme Soul.,Glossary_Sanskrit_Terms.pdf,20
Apamana,Disrespect; disgrace.,Glossary_Sanskrit_Terms.pdf,20
Apana,"The nerve-current which governs the abdominal region, which has its centre in the anus; it does excretory function of the faecal matter; it works for ejection; the down-going breath.",Glossary_Sanskrit_Terms.pdf,20
Apanchikarana,Unquintuplicated form of elements (the Linga Sarira is made up of subtle matter in Apanchikrita state); subtle state of matter before mixing to form these five gross elements.,Glossary_Sanskrit_Terms.pdf,20
Apara,Other; relative; lower; inferior.,Glossary_Sanskrit_Terms.pdf,20
Apara-brahman,Lower Brahman; Saguna Brahman or Isvara (personal god).,Glossary_Sanskrit_Terms.pdf,20
Aparadha,Fault; mistake.,Glossary_Sanskrit_Terms.pdf,20
Aparajita,Unconquerable.,Glossary_Sanskrit_Terms.pdf,20
Apara-paksha,The other side or wing.,Glossary_Sanskrit_Terms.pdf,20
Apara-parsva,Another side or the other flank.,Glossary_Sanskrit_Terms.pdf,20
Apara-prakriti,"The lower cosmic energy through which God projects all forms in nature, gross and subtle.",Glossary_Sanskrit_Terms.pdf,20
Apara-vairagya,The lower kind of Vairagya or dispassion,Glossary_Sanskrit_Terms.pdf,20
Apara-vidya,Knowledge of the Vedas or lower knowledge; intellectual knowledge.,Glossary_Sanskrit_Terms.pdf,21
Aparicchinna,Infinite; never-ending.,Glossary_Sanskrit_Terms.pdf,21
Aparigraha,"Freedom from covetousness; non-receiving of gifts conducive to luxury; one of the five canons of Yama, the preliminary discipline of Yoga.",Glossary_Sanskrit_Terms.pdf,21
Aparimita-drishti,"The view transcending the limitation of space, time and causation.",Glossary_Sanskrit_Terms.pdf,21
Aparinami,Changeless.,Glossary_Sanskrit_Terms.pdf,21
Aparoksha,Direct; immediate.,Glossary_Sanskrit_Terms.pdf,21
Aparoksha-anubhuti,"Direct, actual experience.",Glossary_Sanskrit_Terms.pdf,21
Aparokshanubhava-svarupa,The essence of direct intuitive perception; of the nature or form of direct realisation.,Glossary_Sanskrit_Terms.pdf,21
Aparokshatva,Feeling of directness or immediateness.,Glossary_Sanskrit_Terms.pdf,21
Apas,Water.,Glossary_Sanskrit_Terms.pdf,21
Apasarpana,Moving away.,Glossary_Sanskrit_Terms.pdf,21
Apas-tattva,Water-principle.,Glossary_Sanskrit_Terms.pdf,21
Apataramaniya,Beautiful at first sight; looking beautiful to the non-discriminative; superficially attractive and beautiful.,Glossary_Sanskrit_Terms.pdf,21
Apatkala,Abnormal time of misfortune.,Glossary_Sanskrit_Terms.pdf,21
Apavada,"Exception; negation; rejection; sublation, refutation, as of a wrong imputation or belief; rajjuvivartasya sarpasya rajjumatratvat vastubhuta brahmano vivartasya prapancha desa vastu",Glossary_Sanskrit_Terms.pdf,21
bhutrupadaupadesah apavadah,"just as you take the rope alone in a rope superimposed as a serpent, similarly, you will take to the original thing itself in the original thing",Glossary_Sanskrit_Terms.pdf,21
Apavada-yukti,The employment of the logical method of Apavada.,Glossary_Sanskrit_Terms.pdf,22
Apavarga,"Release; liberation; the last of the four Purusharthas, viz., Moksha or final emancipation (the other three being Dharma, Artha, and Kama); release from the bondage of embodiment.",Glossary_Sanskrit_Terms.pdf,22
Apavitra,Impure.,Glossary_Sanskrit_Terms.pdf,22
Apekshikya,Relative.,Glossary_Sanskrit_Terms.pdf,22
Apekshita,Relative.,Glossary_Sanskrit_Terms.pdf,22
Aprajnata,Unknown.,Glossary_Sanskrit_Terms.pdf,22
Aprakata,Not published; concealed; hidden.,Glossary_Sanskrit_Terms.pdf,22
Aprama,False or incorrect knowledge.,Glossary_Sanskrit_Terms.pdf,22
Apramatta,Careful; watchful; vigilant; not dull or intoxicated.,Glossary_Sanskrit_Terms.pdf,22
Aprameya,"Immeasurable,",Glossary_Sanskrit_Terms.pdf,22
Aprana,Without Prana; Brahman.,Glossary_Sanskrit_Terms.pdf,22
Apratarkya,Inscrutable; unthinkable.,Glossary_Sanskrit_Terms.pdf,22
Apratisamkhyanirodha,Cessation not dependent on a sublative act of the mind.,Glossary_Sanskrit_Terms.pdf,22
Apta,Competent person; a sage or an adept; a well-wisher.,Glossary_Sanskrit_Terms.pdf,22
Apta-dharma,The duty laid down by the reliable great ones or sages.,Glossary_Sanskrit_Terms.pdf,22
Apta-kama,One whose desires have been fulfilled; Jivanmukta; a realised sage.,Glossary_Sanskrit_Terms.pdf,22
Apta-vakya,The evidence of the wise; testimony of the trustworthy; Veda or Sruti.,Glossary_Sanskrit_Terms.pdf,22
Apunya,Non-meritorious; sinful.,Glossary_Sanskrit_Terms.pdf,22
Apurna,Imperfect; not full; incomplete.,Glossary_Sanskrit_Terms.pdf,22
Apurva,Unseen; strange; extraordinary; the hidden power or force of a Karma which brings its fruits in the future.,Glossary_Sanskrit_Terms.pdf,23
Apurvata,Uncommon nature of proof.,Glossary_Sanskrit_Terms.pdf,23
Aradhana,Respectable worship of God; special adoration.,Glossary_Sanskrit_Terms.pdf,23
Arambha,Mental initiation of an action; Sankalpa.,Glossary_Sanskrit_Terms.pdf,23
Arambhakopadhana,"The material cause which gives birth to an effect as an essentially different entity, e.g. atoms of the Vaiseshika School.",Glossary_Sanskrit_Terms.pdf,23
Arambha-vada,"The doctrine of the creation of the world by Isvara; the theory of a beginning, an origination, creation of the world by an agency external to the question; the doctrine of an absolute new creation; the theory of the Nyaya-Vaiseshika.",Glossary_Sanskrit_Terms.pdf,23
Arani,"Sacrificial wood of sami tree, for creating fire through friction.",Glossary_Sanskrit_Terms.pdf,23
Arati,"Divine service performed to God, generally in the early morning or at dusk, with lamps, incense and must especially ringing of bells.",Glossary_Sanskrit_Terms.pdf,23
Archana,"Offering of flowers and sacred leaves, etc., at the time of Puja or worship, uttering the names of the object of worship.",Glossary_Sanskrit_Terms.pdf,23
Archiradi-marga,"The path of the gods or the northern path taken by the Jiva after death through which the Yogi, departing in Uttarayana ascends to the world of Brahman, after leaving the body on this earth.",Glossary_Sanskrit_Terms.pdf,23
Ardhangini,"Better half; Partner in life (wife); especially Parvati, the wife of Lord Siva.",Glossary_Sanskrit_Terms.pdf,23
Arghya,Offering of water to Devatas and Rishis.,Glossary_Sanskrit_Terms.pdf,23
Arjava,Simplicity; straightforwardness; rectitude conduct; uprightness.,Glossary_Sanskrit_Terms.pdf,23
Aroha,Ascent.,Glossary_Sanskrit_Terms.pdf,24
Artha,Meaning; sense; purpose; object; object of perception; an object of desire; wealth.,Glossary_Sanskrit_Terms.pdf,24
Arthapatti,Presumption; one of the proofs of knowledge.,Glossary_Sanskrit_Terms.pdf,24
Arthartha,Longing for wealth.,Glossary_Sanskrit_Terms.pdf,24
Artharthi,One who longs for wealth.,Glossary_Sanskrit_Terms.pdf,24
Arthavada,Glorifying passage; persuasive expression; texts which contain censure or praise in an exaggerated manner; exaggerated glorifying with the definite purpose of inducing man to follow a certain line of action.,Glossary_Sanskrit_Terms.pdf,24
Arundhati-nyaya,"The star Arundhati is rarely visible to the naked eye; to point it out, therefore, some very big star near it is shown at first as Arundhati; then it is rejected and a smaller star is pointed out as Arundhati and so on till the actual Arundhati is located. This method of leading from the gross to the more subtle is called Arundhati-nyaya. This method is followed specially in Indian philosophy where in the beginning men are goaded to have faith in the lower form of worship with the help of Agamas and Tantras; then guided to the Bhakti method or the dualistic religion of the Puranas; then, again, to the rigour of the Smritis, and finally, to the non-dual (Advaita) Vedanta of the Upanishads and Ajati-vada. (Compare this with the Bhramara-kita-nyaya which is a direct meditation on the Absolute at one stretch without any such preliminary stages of religion as in the case of the former.)",Glossary_Sanskrit_Terms.pdf,24
Arupa,Formless.,Glossary_Sanskrit_Terms.pdf,24
Arupa-mano-nasa,"Destruction of the mind without form, as in Videhamukti.",Glossary_Sanskrit_Terms.pdf,24
Arurukshu,One who is attempting to climb to the state of,Glossary_Sanskrit_Terms.pdf,24
Aryadharma,Religion of the Indo-Aryans; Vedic region.,Glossary_Sanskrit_Terms.pdf,25
Aryavarta,"The tract in Northern India, occupied the Indo- Aryans in the early stage for their expansion.",Glossary_Sanskrit_Terms.pdf,25
Asa,Hope; expectation.,Glossary_Sanskrit_Terms.pdf,25
Asabda,Soundless.,Glossary_Sanskrit_Terms.pdf,25
Asabdam,Without sound; soundless. (Refers to Brahman.),Glossary_Sanskrit_Terms.pdf,25
Asadavarana,A power of Avarana Sakti which screens the existence of Brahman and which makes us think there is no Brahman; screening the existence of a thing (Brahman); one of the aspects of Avarana Sakti. This is removed by Aparoksha Jnana.,Glossary_Sanskrit_Terms.pdf,25
Asadharana karana,Uncommon cause.,Glossary_Sanskrit_Terms.pdf,25
Asadharana,Extraordinary; uncommon.,Glossary_Sanskrit_Terms.pdf,25
Asadharana-nimitta,Special or chief cause.,Glossary_Sanskrit_Terms.pdf,25
Asakta,Unattached; resigned; unselfish.,Glossary_Sanskrit_Terms.pdf,25
Asamavaya-karana,A Nyaya terminology; non- concomitant cause; wheel and stick of the potter that help in the manufacture of the pot.,Glossary_Sanskrit_Terms.pdf,25
Asamavayi,Not intimately related; a cause forming part of an effect; not being the substance.,Glossary_Sanskrit_Terms.pdf,25
Asambhava,Impossibility.,Glossary_Sanskrit_Terms.pdf,25
Asambhavana,"Spiritual doubt; this is one of the three Pratibandhas that stand in the way of Self-realisation. This is a kind of doubt; improbability; impossibility of thought; “I know quite well that the Upanishads are uniform in proclaiming the oneness of the Absolute. But, how can that be in the face of the potent distinctiveness of Isvara, Jiva and the universe?” This is the kind of doubt that arises in the minds of the aspirants. This is removed by Manana or",Glossary_Sanskrit_Terms.pdf,25
Asamhita,Unsteady.,Glossary_Sanskrit_Terms.pdf,26
Asamprajnata-samadhi,Highest superconscious state where the mind and the ego-sense are completely annihilated.,Glossary_Sanskrit_Terms.pdf,26
Asamsakti,"Fifth Jnana-bhumika or the fifth stage in the path of knowledge, wherein there is non-attachment to objects of the world to the highest degree.",Glossary_Sanskrit_Terms.pdf,26
Asamvedana,Non-receptivity of the mind; imperishable state of quiescent Jnana; Nirvikalpa Samadhi; thoughtless state.,Glossary_Sanskrit_Terms.pdf,26
Asamyagdarsana,Consciousness of the objective universe; imperfect vision.,Glossary_Sanskrit_Terms.pdf,26
Asamyagdarsin,A person who has not risen to perfect knowledge; one who has no proper vision and has the consciousness of the world.,Glossary_Sanskrit_Terms.pdf,26
Asana,Posture; seat.,Glossary_Sanskrit_Terms.pdf,26
Asanaya,Hunger; food-carrier.,Glossary_Sanskrit_Terms.pdf,26
Asanga,Non-attachment.,Glossary_Sanskrit_Terms.pdf,26
Asanga-bhavana,"Feeling or attitude of the mind, of non- attachment.",Glossary_Sanskrit_Terms.pdf,26
Asango-ayam purushah,"This Purusha is unattached (refers to Brahman, Who is unattached).",Glossary_Sanskrit_Terms.pdf,26
Asanti,Restlessness; absence of peace of mind; distraction.,Glossary_Sanskrit_Terms.pdf,26
Asara,Without essence; dry; barren.,Glossary_Sanskrit_Terms.pdf,26
Asariraka,Bodiless.,Glossary_Sanskrit_Terms.pdf,26
Asat,That which is not; non-existent; non-being as,Glossary_Sanskrit_Terms.pdf,26
Asaya-bija,Potent seed; seed containing future diverse growth.,Glossary_Sanskrit_Terms.pdf,27
Ashtakshara mantra,Mantra with eight letters Om Namo Narayanaya,Glossary_Sanskrit_Terms.pdf,27
Ashtanga Yoga,Yoga with eight limbs; Raja Yoga of Patanjali Maharshi.,Glossary_Sanskrit_Terms.pdf,27
Ashtavadhani,One who does eight things at a time.,Glossary_Sanskrit_Terms.pdf,27
Asiddha,Not perfected; unrealised.,Glossary_Sanskrit_Terms.pdf,27
Asmat,Pertaining to us or me.,Glossary_Sanskrit_Terms.pdf,27
Asmi,I am; I exist.,Glossary_Sanskrit_Terms.pdf,27
Asmita,Egoism; I-ness; “am”-ness.,Glossary_Sanskrit_Terms.pdf,27
Asmita-nasa,Destruction of egoism or I-ness.,Glossary_Sanskrit_Terms.pdf,27
Asmita-samadhi,Superconscious state immediately below.,Glossary_Sanskrit_Terms.pdf,27
Asmriti,Forgetfulness; state of unconsciousness.,Glossary_Sanskrit_Terms.pdf,27
Asparsa,Touchless; name of Brahman.,Glossary_Sanskrit_Terms.pdf,27
Asrama,"Hermitage; order of life (of which there four, viz., Brahmacharya or studentship, Grihastha or household-life, Vanaprastha or forest-dwelling, and Sannyasa monastic life).",Glossary_Sanskrit_Terms.pdf,27
Asrama-dharma,Duties pertaining to the four orders or stages of life.,Glossary_Sanskrit_Terms.pdf,27
Asrama-karani,Duties of the four stages of life.,Glossary_Sanskrit_Terms.pdf,27
Asrupata,Flow of tears.,Glossary_Sanskrit_Terms.pdf,27
Asteya,Non-stealing; one of the five items of Yama in Ashtanga Yoga.,Glossary_Sanskrit_Terms.pdf,27
Asthi,Bone.,Glossary_Sanskrit_Terms.pdf,27
Asthira,Wavering and unsteady.,Glossary_Sanskrit_Terms.pdf,27
Asthula,Without grossness; subtle; Brahman.,Glossary_Sanskrit_Terms.pdf,27
Asti,Exists; is; Brahman.,Glossary_Sanskrit_Terms.pdf,27
Asti-bhati-priya,Sat-chit-ananda; the eternal qualities inherent in Brahman.,Glossary_Sanskrit_Terms.pdf,28
Astra,Missile; weapon invoked with a Mantra.,Glossary_Sanskrit_Terms.pdf,28
Asu,Any pursuit for the maintenance of life; breath of life; the Prana-vayu or the five Pranas.,Glossary_Sanskrit_Terms.pdf,28
Asubha,Evil; inauspicious.,Glossary_Sanskrit_Terms.pdf,28
Asubha-vasana,Impure desire or tendency.,Glossary_Sanskrit_Terms.pdf,28
Asuchi,Impure; not clean.,Glossary_Sanskrit_Terms.pdf,28
Asuddha,Unpurified; not pure.,Glossary_Sanskrit_Terms.pdf,28
Asuddha-manas,Impure mind; lower mind with evil impressions.,Glossary_Sanskrit_Terms.pdf,28
Asuddha-maya,Maya preponderating with Rajas; this is Avidya Upadhi of Jiva; this is termed as Malina Maya or Malina-Sattva; impure Maya; this is Avidya or Malina- sattva or impure Sattva mixed with Rajas and Tamas.,Glossary_Sanskrit_Terms.pdf,28
Asuddha-sankalpa,Impure resolve.,Glossary_Sanskrit_Terms.pdf,28
Asuddhi,Impurity.,Glossary_Sanskrit_Terms.pdf,28
Asu-dravana sakti,Power of melting very quickly.,Glossary_Sanskrit_Terms.pdf,28
Asukla,Not white; black.,Glossary_Sanskrit_Terms.pdf,28
Asura,Demon; evil tendency in man.,Glossary_Sanskrit_Terms.pdf,28
Asuri-sampat,Devilish qualities; demoniacal wealth.,Glossary_Sanskrit_Terms.pdf,28
Asuya,Jealousy; envy.,Glossary_Sanskrit_Terms.pdf,28
